,Goals,Shots,G/Sh,Assists,PasCmp,Touches,DriPast,CarTotDist,Crs,GCA,TklWon,Press,Clr,Int,Blocks,Fls,AerWon
1109,0.38,2.08,0.17,0.04,11.3,30.5,0.35,45.7,0.38,0.12,0.31,16.9,0.77,0.31,0.54,3.04,5.12
1110,0.14,2.03,0.07,0.0,16.5,35.7,1.49,94.2,0.54,0.14,0.95,17.3,0.81,0.54,0.81,2.16,2.97
1115,0.5,2.33,0.21,0.0,19.1,44.1,1.08,98.0,0.75,0.5,1.08,24.2,0.67,0.33,1.25,1.83,2.92
1116,0.42,2.68,0.16,0.0,14.5,34.8,1.27,62.4,0.56,0.14,0.42,10.8,0.7,0.14,0.85,1.55,4.79
1122,0.3,1.88,0.12,0.08,10.9,23.4,0.89,70.4,0.69,0.11,0.3,19.4,0.11,0.47,0.58,1.22,0.44
1124,0.22,3.08,0.05,0.11,17.4,37.4,0.97,100.5,0.92,0.38,0.16,15.9,0.65,0.59,0.76,1.14,1.3
1133,0.19,3.09,0.06,0.0,17.7,38.9,1.48,154.3,1.73,0.12,0.43,15.5,0.12,0.31,0.93,1.98,1.05
1141,0.2,3.03,0.07,0.2,19.8,46.3,2.02,184.0,3.33,0.3,0.61,23.0,0.51,0.2,1.62,1.72,1.11
1164,0.1,1.53,0.07,0.2,34.7,53.4,1.53,245.8,1.63,0.51,0.71,14.6,0.41,0.31,1.63,0.31,0.2
1165,0.11,2.45,0.04,0.11,17.7,42.6,1.7,135.0,0.32,0.11,0.74,19.4,0.21,0.21,1.06,3.09,1.49
1166,0.17,1.69,0.1,0.12,11.5,27.3,0.81,89.7,0.47,0.35,0.76,17.9,0.81,0.29,0.81,2.5,0.93
1168,0.13,2.66,0.05,0.13,13.6,31.9,0.84,84.9,0.52,0.19,0.65,21.4,0.78,0.39,1.62,2.4,3.96
1170,0.25,2.16,0.11,0.25,34.4,55.7,1.91,237.4,1.48,0.68,0.93,18.1,0.31,1.11,1.54,1.42,0.74
1178,0.66,3.96,0.14,0.11,26.3,43.4,0.77,125.8,0.44,0.33,0.29,6.67,1.14,0.18,0.44,0.59,1.76
1179,0.11,2.39,0.05,0.11,14.5,33.3,0.45,57.0,0.34,0.11,0.23,19.5,1.25,0.45,0.68,1.7,5.0
1199,0.05,1.88,0.03,0.14,33.1,55.8,2.71,236.2,2.22,0.43,1.21,20.0,0.39,1.35,1.16,1.69,0.58
1203,0.75,4.36,0.13,0.42,28.3,51.6,2.28,175.0,1.66,0.81,0.23,14.6,0.13,0.49,0.42,0.42,0.42
1211,0.3,2.45,0.12,0.05,18.5,37.7,0.5,97.8,0.2,0.25,0.3,15.3,0.55,0.25,0.8,1.4,3.6
1212,0.38,1.96,0.19,0.25,22.5,43.3,1.39,148.8,0.63,0.38,0.7,17.1,0.7,0.44,0.57,1.33,1.01
1214,0.51,3.37,0.15,0.2,36.2,59.8,2.65,219.7,1.43,0.61,1.12,16.7,0.1,0.71,0.2,1.12,1.22
1223,0.21,2.59,0.08,0.21,29.9,50.1,1.47,278.2,1.82,0.35,0.28,8.6,0.35,0.35,0.42,0.42,0.56
1225,0.38,2.31,0.17,0.0,12.6,26.9,0.87,55.0,0.48,0.0,0.29,14.6,0.1,0.67,0.58,1.44,1.83
1230,0.67,3.28,0.19,0.0,17.7,36.1,0.88,105.5,0.21,0.17,0.71,14.4,0.84,0.38,0.67,2.18,2.48
1233,1.04,3.81,0.26,0.13,12.6,30.5,0.82,60.3,0.13,0.69,0.09,11.1,1.17,0.22,0.52,0.65,2.77
1245,0.36,2.05,0.13,0.0,12.5,33.4,0.45,61.5,0.54,0.09,0.54,20.7,0.89,0.18,1.25,3.04,7.41
1248,0.24,1.94,0.13,0.16,15.9,38.3,0.65,62.6,0.08,0.24,0.32,21.7,1.69,0.65,0.89,1.29,5.16
1257,0.48,2.34,0.15,0.13,18.0,38.4,1.13,88.3,0.61,0.65,0.56,13.3,0.61,0.3,1.08,1.13,2.08
1260,0.0,2.97,0.0,0.0,14.5,33.6,0.94,135.2,0.63,0.16,0.78,23.3,0.31,0.63,0.16,2.19,2.19
1264,0.58,2.41,0.24,0.17,16.6,39.6,1.08,113.6,0.81,0.24,0.64,18.4,0.64,0.2,1.36,2.1,2.03
1273,0.16,1.88,0.08,0.16,23.6,39.4,0.16,97.8,0.31,0.47,0.31,13.3,0.63,0.0,0.94,0.94,2.97
1277,0.41,2.3,0.18,0.27,13.5,28.2,0.41,35.0,0.54,0.27,0.27,10.7,1.08,0.41,0.81,1.35,1.22
1281,0.22,1.59,0.14,0.14,21.8,39.7,1.45,338.8,3.04,0.29,0.29,8.55,0.22,0.14,0.8,1.09,0.72
1283,0.6,3.6,0.17,0.0,12.4,35.4,2.2,102.0,0.6,0.2,0.2,18.0,0.6,1.0,0.8,2.8,3.4
1296,0.55,2.29,0.2,0.21,30.6,50.9,2.25,211.3,2.2,0.47,0.76,13.4,0.13,0.64,0.64,1.14,0.21
1308,0.54,2.5,0.18,0.1,17.8,34.2,0.39,58.1,0.44,0.29,0.2,8.63,0.69,0.15,0.34,1.13,1.32
1310,0.2,2.48,0.08,0.59,17.9,43.7,1.78,136.5,0.69,0.79,0.3,10.5,0.4,0.1,0.69,2.48,1.98
1312,0.0,1.4,0.0,0.23,33.0,53.0,0.93,185.6,2.33,0.7,0.47,10.5,0.0,0.23,1.4,0.23,0.7
1316,0.0,0.45,0.0,0.0,8.86,25.5,1.14,97.5,1.59,0.0,0.68,20.5,0.91,0.23,0.0,2.05,3.41
1317,0.2,1.89,0.11,0.0,17.2,37.9,1.63,154.1,0.46,0.2,0.77,17.7,0.71,0.36,0.66,1.73,3.62
1347,0.47,2.9,0.14,0.2,29.5,50.5,2.24,212.7,2.2,0.47,0.24,10.4,0.43,1.22,1.22,0.71,1.25
1351,0.52,3.12,0.12,0.09,18.9,35.4,1.45,126.5,0.9,0.25,0.19,8.83,1.2,0.28,0.83,1.27,1.05
1352,0.34,2.35,0.14,0.0,11.7,33.4,1.43,109.3,1.51,0.17,0.34,18.9,0.5,0.42,0.67,0.67,0.84
1358,0.37,2.57,0.08,0.15,14.2,38.7,0.74,73.2,0.9,0.31,0.62,14.1,1.33,0.65,0.96,1.89,4.64
1361,0.59,3.82,0.15,0.29,16.2,30.6,1.18,83.2,0.59,0.59,0.29,11.2,0.0,0.29,1.76,0.29,0.29
1362,0.25,3.31,0.06,0.25,31.5,49.9,1.02,191.0,1.02,0.32,0.32,12.2,0.38,0.51,0.76,0.83,0.83
1369,0.25,1.67,0.15,0.0,14.9,25.6,0.31,59.7,0.49,0.12,0.31,10.1,0.49,0.19,0.37,0.43,1.17
1371,0.08,1.93,0.04,0.0,20.6,41.8,5.29,303.3,2.35,0.17,0.76,11.8,0.17,0.34,0.67,1.09,1.01
1389,0.56,1.67,0.27,0.0,12.1,24.9,0.56,49.1,0.0,0.22,0.11,22.1,0.22,0.56,1.22,1.44,0.89
1391,0.39,1.97,0.2,0.07,11.6,24.5,0.54,68.4,0.79,0.07,0.14,12.0,0.5,0.32,0.57,0.61,0.54
1392,0.51,2.64,0.17,0.03,13.5,35.7,0.84,66.7,0.42,0.13,0.58,24.4,1.03,0.23,1.0,2.77,5.5
1403,0.75,2.64,0.28,0.1,9.55,20.6,0.6,68.9,0.85,0.25,0.2,13.7,0.8,0.35,0.5,0.7,1.39
1426,0.33,3.11,0.11,0.0,12.6,33.6,0.82,102.1,0.66,0.16,0.49,16.4,0.98,0.0,1.15,1.97,3.61
1430,0.58,3.75,0.16,0.08,13.3,34.5,0.67,100.7,0.5,0.17,0.17,8.42,0.5,0.17,0.17,0.83,1.58
1431,0.83,3.35,0.17,0.1,13.5,34.4,0.78,85.3,0.87,0.53,0.15,9.17,0.73,0.19,0.83,0.97,2.18
1437,0.27,2.53,0.11,0.4,10.1,28.3,0.67,45.3,0.4,0.4,1.07,21.2,1.2,0.4,0.67,1.73,2.53
1446,0.34,2.35,0.13,0.06,15.0,33.5,0.98,95.9,0.7,0.24,0.43,17.6,0.79,0.52,1.28,1.16,2.68
1448,0.12,1.86,0.07,0.19,17.9,39.8,0.87,69.6,0.5,0.31,0.75,32.2,0.75,0.5,1.86,2.05,4.1
1449,0.35,2.2,0.13,0.06,18.6,36.7,0.52,69.2,0.12,0.17,0.4,23.3,0.58,0.17,0.92,0.98,3.12
1450,0.37,2.62,0.14,0.12,13.8,30.5,0.91,93.5,0.37,0.24,0.73,16.0,1.04,0.3,1.22,1.16,2.87
1457,0.26,3.04,0.07,0.16,14.4,34.4,0.97,115.0,1.81,0.16,0.36,14.0,0.71,0.13,0.55,0.91,1.94
1460,0.52,2.08,0.19,0.0,7.99,23.8,1.04,50.3,0.32,0.0,0.39,12.3,0.78,0.26,0.58,2.01,1.95
1463,0.14,1.36,0.05,0.0,12.2,31.3,0.34,30.6,0.14,0.14,0.2,16.9,0.54,0.14,0.54,1.5,9.93
1464,0.2,2.04,0.1,0.0,12.0,29.7,0.33,42.2,0.33,0.13,0.53,13.0,0.39,0.26,1.05,0.92,7.5
1467,0.29,3.14,0.09,0.0,22.6,42.6,1.43,195.1,1.43,0.0,0.0,17.1,0.29,0.29,1.43,0.29,1.14
1468,0.0,1.7,0.0,0.11,12.9,38.1,1.49,126.0,1.38,0.32,0.85,24.1,0.53,0.11,2.66,3.19,3.09
1469,0.16,2.8,0.03,0.12,16.6,33.4,0.45,98.9,1.5,0.2,0.12,10.0,0.41,0.24,0.53,0.93,1.06
1472,0.19,1.59,0.12,0.24,29.3,49.1,2.4,263.1,2.02,0.53,1.11,16.0,0.34,1.3,1.59,1.54,0.87
1474,0.46,2.02,0.15,0.03,24.4,49.9,2.54,215.0,1.6,0.39,1.14,20.1,0.13,0.78,0.88,1.34,0.62
1479,0.09,3.2,0.03,0.05,18.0,44.2,2.65,229.5,1.32,0.41,0.55,16.7,0.27,0.68,0.73,2.6,0.73
1481,0.52,4.08,0.09,0.21,22.3,45.3,1.73,166.0,1.73,0.42,0.21,8.64,0.37,0.42,0.68,1.68,2.15
1487,0.44,2.44,0.18,0.67,20.7,42.2,3.56,152.2,1.78,0.67,0.22,15.8,0.0,0.44,0.89,0.89,0.0
1491,0.45,1.67,0.27,0.3,18.2,30.0,0.3,63.8,1.67,0.3,0.3,17.1,0.3,0.45,0.61,2.42,1.21
1497,0.21,2.07,0.08,0.17,17.7,37.5,0.5,37.3,0.29,0.33,0.17,10.3,1.45,0.08,0.41,1.2,12.4
2,0.04,0.66,0.06,0.0,55.9,70.4,1.09,246.5,0.36,0.04,1.24,23.4,0.55,1.86,0.99,1.64,0.88
3,0.0,0.91,0.0,0.06,40.7,61.6,1.34,171.9,0.79,0.15,2.23,28.0,0.34,2.56,1.68,1.4,0.43
10,0.0,0.13,0.0,0.07,52.8,71.0,0.67,229.6,0.2,0.27,1.07,21.7,1.33,1.53,2.13,1.33,1.53
11,0.0,0.41,0.0,0.0,44.1,57.6,0.2,150.0,0.41,0.0,1.63,26.1,0.61,1.02,1.02,2.86,1.22
13,0.0,0.77,0.0,0.0,39.8,57.6,1.01,173.7,0.19,0.05,2.02,18.3,1.54,2.69,1.83,1.68,1.49
17,0.09,1.52,0.06,0.09,31.1,48.2,1.25,152.3,0.36,0.27,0.89,17.8,0.98,2.05,0.71,2.05,1.25
26,0.0,0.35,0.0,0.0,50.4,66.7,1.05,166.7,0.0,0.0,2.11,19.8,1.58,2.11,1.23,2.46,1.58
27,0.0,0.86,0.0,0.0,26.3,48.3,2.29,140.0,0.0,0.0,2.57,30.0,1.14,0.86,1.14,4.0,2.0
30,0.0,0.95,0.0,0.06,26.2,48.4,0.32,97.3,1.46,0.19,0.95,16.5,2.85,1.71,2.03,1.65,1.39
33,0.19,1.8,0.11,0.34,63.0,83.9,1.03,315.4,1.92,0.61,0.69,15.8,0.23,0.84,1.11,0.65,0.42
36,0.06,1.47,0.04,0.24,77.9,98.0,0.88,325.9,0.12,0.35,2.35,18.8,1.06,2.06,1.53,1.47,2.18
37,0.16,1.87,0.09,0.0,44.8,66.1,0.49,248.6,0.98,0.0,2.44,24.5,1.22,1.22,1.22,2.93,2.36
39,0.04,1.82,0.02,0.08,26.7,43.0,0.7,145.9,0.85,0.16,0.85,21.4,0.39,0.74,1.05,2.21,0.54
42,0.0,0.29,0.0,0.08,31.2,50.8,0.66,158.0,0.25,0.25,2.51,26.7,1.65,1.73,1.89,1.6,0.49
44,0.0,0.79,0.0,0.0,30.0,61.1,1.05,173.4,1.05,0.26,2.63,33.4,1.84,2.63,2.37,2.89,2.11
49,0.0,0.22,0.0,0.0,46.0,63.8,1.11,168.7,0.44,0.22,1.78,17.6,2.22,3.11,1.11,1.33,1.56
53,0.1,0.38,0.25,0.0,61.1,76.6,0.86,283.1,0.29,0.0,2.1,24.2,0.67,0.95,2.57,2.76,0.95
59,0.07,0.59,0.11,0.03,46.7,70.8,0.52,204.7,0.56,0.13,2.55,22.4,2.06,2.48,2.52,2.45,3.86
60,0.2,1.49,0.13,0.1,41.2,60.7,0.5,172.8,0.25,0.25,1.63,17.7,2.43,2.28,1.63,2.08,2.08
68,0.0,1.25,0.0,0.17,32.0,53.5,1.32,168.5,0.84,0.37,1.25,21.5,0.81,1.59,1.82,2.4,1.05
69,0.06,0.63,0.09,0.23,52.1,72.3,0.63,160.1,0.46,0.34,1.89,25.3,1.09,2.4,1.94,1.71,0.74
74,0.12,2.32,0.05,0.0,35.5,57.2,1.71,278.3,1.95,0.12,0.91,16.2,0.91,0.85,1.04,0.67,0.3
76,0.12,1.2,0.1,0.06,43.4,64.3,0.15,177.2,1.38,0.15,1.02,16.9,1.35,2.04,1.38,1.71,0.99
77,0.05,1.25,0.04,0.0,29.7,47.7,1.09,187.9,1.36,0.38,1.25,17.9,1.25,1.74,1.47,1.74,0.43
79,0.0,0.49,0.0,0.04,37.0,55.7,0.34,98.1,0.11,0.04,2.31,23.5,1.44,2.05,1.82,1.7,1.4
80,0.0,0.83,0.0,0.0,18.6,38.6,0.48,87.0,0.12,0.12,1.19,16.4,2.26,2.14,2.62,2.38,2.74
81,0.07,1.07,0.06,0.07,41.1,58.5,0.4,204.9,0.87,0.13,0.93,17.0,1.4,2.27,1.27,0.8,0.33
97,0.09,1.02,0.09,0.0,29.0,47.6,0.79,149.3,0.28,0.05,2.37,18.0,2.05,1.67,1.58,2.33,2.56
100,0.03,0.7,0.05,0.0,39.9,61.5,1.17,144.2,0.32,0.06,1.39,15.8,1.36,3.77,1.61,1.52,1.33
105,0.0,0.71,0.0,0.0,49.3,67.5,0.89,195.0,0.18,0.0,2.32,25.2,1.43,1.96,1.79,2.5,3.04
113,0.09,1.84,0.05,0.14,26.4,47.7,0.6,176.1,2.3,0.18,1.2,20.3,1.47,1.2,1.24,2.63,0.74
115,0.1,1.19,0.08,0.1,25.1,40.8,1.39,150.7,0.5,0.2,0.4,20.2,1.09,2.08,1.49,0.69,1.09
117,0.06,0.3,0.2,0.06,45.5,62.5,0.67,218.9,0.42,0.12,1.21,18.6,1.52,1.82,1.52,1.7,1.27
118,0.09,2.1,0.04,0.34,47.7,68.6,1.36,324.3,2.07,0.62,1.02,13.0,0.4,1.05,0.96,1.05,0.68
121,0.05,1.61,0.03,0.1,20.1,41.2,0.3,93.1,0.35,0.2,1.76,23.9,1.56,1.91,1.71,2.21,1.36
124,0.0,1.47,0.0,0.18,35.1,51.7,0.83,192.2,0.92,0.28,0.73,18.3,1.56,0.83,1.65,1.28,0.92
126,0.0,0.38,0.0,0.0,33.2,51.1,0.76,172.4,0.0,0.0,2.29,19.5,2.9,1.53,1.98,2.6,2.75
133,0.19,0.93,0.2,0.0,37.4,55.2,0.93,118.9,1.11,0.0,1.67,18.5,0.93,1.67,1.3,2.04,1.11
134,0.0,0.29,0.0,0.0,14.6,27.4,0.29,57.4,0.86,0.29,0.86,21.4,1.43,1.43,1.14,2.29,0.0
137,0.0,0.16,0.0,0.0,33.0,48.6,0.86,146.3,0.43,0.04,1.25,20.3,1.17,1.95,1.4,1.52,1.17
141,0.08,1.2,0.06,0.12,34.6,55.4,1.58,250.5,1.12,0.15,2.01,18.4,1.0,1.51,1.78,1.78,0.73
143,0.1,1.42,0.07,0.26,41.9,65.8,1.81,204.4,0.55,0.61,1.29,20.8,0.97,1.42,2.06,1.42,1.29
146,0.03,0.69,0.05,0.0,59.8,75.8,0.45,277.8,0.31,0.07,1.7,19.9,1.07,1.87,1.66,0.76,0.8
148,0.0,1.67,0.0,0.0,28.8,51.0,0.24,217.4,2.14,0.0,0.71,18.1,0.71,0.71,1.43,1.43,1.9
150,0.12,0.95,0.13,0.06,56.4,77.2,2.37,347.9,0.89,0.12,2.25,24.3,1.01,2.49,1.18,1.89,1.01
152,0.06,0.89,0.07,0.0,45.7,65.3,1.13,163.5,0.42,0.06,2.08,16.8,0.77,1.73,1.73,1.85,1.25
153,0.0,0.93,0.0,0.26,59.9,78.2,0.86,272.4,0.66,0.46,0.99,21.7,1.85,1.19,2.12,1.92,1.66
154,0.0,0.63,0.0,0.08,51.6,69.7,0.31,229.1,0.31,0.23,2.11,22.3,1.41,2.89,1.64,2.03,1.8
160,0.0,1.56,0.0,0.08,17.9,40.3,1.23,137.9,3.44,0.16,0.74,13.9,1.72,1.39,1.48,1.39,1.72
161,0.0,0.0,0.0,0.0,51.8,71.8,0.29,195.0,0.59,0.29,2.06,25.6,2.35,2.35,1.76,1.47,1.18
163,0.05,1.2,0.04,0.26,59.4,80.7,0.99,196.9,2.4,0.36,1.15,17.8,0.31,0.52,0.99,0.83,0.57
174,0.04,0.89,0.05,0.09,45.1,63.1,1.32,249.7,0.21,0.17,2.13,17.7,2.17,2.34,1.83,1.45,0.89
178,0.1,1.2,0.08,0.1,34.9,60.0,1.0,161.0,1.0,0.3,1.6,22.2,0.6,1.5,2.25,1.15,0.5
180,0.0,0.38,0.0,0.13,30.8,51.0,1.28,173.7,0.9,0.13,1.03,19.0,2.18,2.44,2.31,2.05,1.03
182,0.16,1.79,0.09,0.16,40.1,58.1,1.27,246.3,0.71,0.52,0.75,14.7,0.36,1.19,0.75,1.35,0.6
188,0.17,0.89,0.19,0.11,28.0,49.5,1.17,180.7,2.33,0.28,1.17,21.1,0.89,1.72,1.67,1.72,0.89
193,0.04,0.67,0.06,0.07,25.8,43.7,0.64,118.7,0.94,0.22,1.27,19.4,1.05,1.09,1.35,2.21,2.13
196,0.0,0.53,0.0,0.0,26.1,46.6,0.26,92.1,0.0,0.0,1.32,26.8,1.84,0.79,1.58,4.47,3.16
201,0.06,0.88,0.07,0.09,27.4,46.4,0.52,94.3,0.76,0.12,1.25,16.5,1.49,2.41,1.55,1.49,1.71
202,0.06,0.98,0.06,0.03,72.9,88.6,0.52,379.3,0.49,0.34,1.44,17.5,1.01,1.6,1.26,1.63,0.61
209,0.05,0.65,0.07,0.05,34.5,53.7,0.18,157.1,0.6,0.18,1.8,23.8,1.66,1.71,2.81,1.66,1.66
210,0.06,0.39,0.14,0.0,69.4,87.6,0.51,198.5,0.11,0.08,2.03,17.9,1.46,1.63,1.63,1.94,2.25
219,0.0,0.14,0.0,0.0,31.9,41.9,0.14,105.5,0.29,0.14,0.29,13.5,1.3,1.45,1.01,1.01,1.01
220,0.14,1.37,0.1,0.14,30.7,48.9,1.37,136.2,0.27,0.27,1.64,19.3,1.51,1.64,1.78,1.23,1.51
221,0.5,2.0,0.13,0.0,18.5,42.8,2.0,151.5,0.5,0.0,1.75,23.5,1.0,1.25,2.5,1.0,0.5
227,0.25,2.28,0.06,0.43,54.1,75.8,0.62,250.4,1.92,0.65,1.01,14.2,0.29,1.12,1.41,1.49,0.36
230,0.15,0.91,0.17,0.08,57.4,76.9,1.59,279.4,0.3,0.23,2.42,26.1,1.21,1.36,2.12,3.18,2.27
232,0.13,0.76,0.17,0.13,45.2,65.2,1.08,243.9,1.58,0.19,0.95,18.1,0.82,1.71,0.95,1.46,1.33
236,0.04,0.55,0.07,0.04,46.4,63.0,1.22,245.3,0.16,0.12,1.34,13.5,2.4,1.46,0.91,1.93,2.44
238,0.0,0.58,0.0,0.0,51.9,72.0,1.51,211.2,0.39,0.15,2.2,25.4,0.93,2.36,1.97,1.81,0.42
244,0.1,1.64,0.06,0.15,57.9,77.4,1.94,253.1,0.35,0.35,1.69,14.4,1.49,1.14,1.14,1.69,1.74
246,0.04,1.44,0.02,0.11,60.1,83.3,0.49,187.5,0.35,0.39,2.25,15.6,2.95,2.07,2.28,2.35,3.93
248,0.22,1.24,0.18,0.0,40.0,61.3,1.24,194.5,0.79,0.34,1.24,14.7,0.79,1.24,2.58,1.8,0.45
252,0.06,1.03,0.06,0.06,26.5,46.7,1.16,219.6,1.61,0.19,0.9,16.5,0.26,1.61,1.29,1.42,0.45
253,0.05,0.63,0.08,0.11,62.7,79.9,0.58,201.7,0.84,0.11,0.89,16.1,0.84,1.63,1.16,0.95,0.26
262,0.2,1.15,0.17,0.15,28.8,52.3,0.7,165.4,1.9,0.35,2.3,22.2,0.8,2.0,2.7,1.2,0.9
268,0.0,1.75,0.0,0.16,17.1,41.1,1.11,117.6,2.86,0.48,0.79,17.6,1.9,2.06,1.75,2.54,0.63
272,0.1,0.72,0.14,0.03,49.9,65.5,0.27,168.9,0.24,0.14,0.92,17.8,0.34,1.47,0.92,0.89,0.44
273,0.03,0.58,0.05,0.03,34.1,48.7,0.4,118.7,0.46,0.12,1.01,12.4,1.87,2.58,1.01,1.17,0.77
275,0.0,0.44,0.0,0.0,33.0,53.6,0.26,128.6,0.0,0.04,1.23,17.9,2.68,3.55,3.03,1.36,2.19
276,0.2,2.3,0.09,0.2,23.2,47.0,4.26,249.0,2.3,0.47,0.47,10.8,0.34,0.95,0.41,0.88,0.68
278,0.16,1.64,0.1,0.08,36.6,57.6,0.74,170.7,0.0,0.08,1.56,16.2,3.11,2.7,2.13,1.64,3.03
282,0.0,0.72,0.0,0.11,25.6,43.4,0.22,74.3,1.06,0.17,1.5,20.7,1.06,1.5,1.56,2.06,1.0
289,0.03,1.14,0.03,0.07,41.6,61.9,1.31,182.7,0.37,0.17,2.15,26.6,1.31,1.74,2.05,2.48,2.18
292,0.22,0.54,0.4,0.11,46.1,65.8,1.63,208.2,0.22,0.11,1.52,17.2,1.2,1.74,1.52,2.39,1.85
294,0.05,0.38,0.14,0.0,23.2,38.9,0.59,82.2,0.38,0.0,0.43,18.4,1.45,1.83,1.4,2.15,1.94
301,0.0,0.85,0.0,0.0,27.0,44.3,1.51,198.3,0.35,0.0,1.74,21.5,1.24,1.58,1.97,1.51,1.08
302,0.22,1.11,0.2,0.0,28.2,51.3,1.67,214.6,0.56,0.11,1.0,20.9,1.22,2.33,2.56,1.89,1.11
306,0.07,1.31,0.05,0.0,49.6,70.1,0.5,227.5,0.47,0.03,1.95,20.6,1.88,1.58,1.51,1.61,3.09
310,0.0,0.59,0.0,0.0,27.9,47.7,1.86,148.7,0.78,0.1,1.18,24.0,0.39,1.96,1.86,1.47,1.27
313,0.12,1.27,0.1,0.18,44.0,63.2,0.66,153.7,0.78,0.48,1.08,18.7,0.66,1.14,1.02,1.27,0.54
316,0.0,2.5,0.0,0.23,27.7,49.1,1.82,243.2,2.95,0.23,1.82,18.4,0.23,0.45,0.45,0.68,1.14
318,0.11,1.2,0.09,0.16,46.0,69.1,1.41,218.0,0.76,0.27,1.58,18.6,1.03,1.68,1.58,1.09,0.65
325,0.09,1.27,0.07,0.26,41.6,58.9,1.27,271.2,1.1,0.4,0.75,15.3,0.92,1.27,0.98,1.01,0.43
326,0.1,1.21,0.08,0.25,34.8,60.3,0.81,160.8,1.36,0.3,1.16,17.5,1.31,1.52,1.52,1.26,0.66
333,0.61,3.14,0.19,0.33,47.8,74.4,0.98,252.6,4.12,0.57,0.57,14.7,0.73,0.57,1.39,1.02,0.61
334,0.13,0.96,0.13,0.04,47.1,70.6,1.05,275.5,1.51,0.21,1.26,21.1,0.79,1.3,1.46,2.01,0.54
338,0.17,1.1,0.15,0.04,25.3,42.3,0.38,102.0,0.46,0.17,1.05,17.6,1.56,1.56,1.73,2.07,2.03
340,0.12,0.99,0.12,0.06,36.7,57.0,0.41,127.3,0.64,0.12,1.4,15.5,2.03,1.22,1.74,1.51,3.9
343,0.0,0.27,0.0,0.0,35.5,51.9,0.81,136.9,0.14,0.0,1.76,17.2,1.22,2.57,1.76,1.49,0.68
347,0.04,1.58,0.0,0.18,47.0,73.9,1.27,260.7,1.18,0.48,1.71,19.3,0.96,2.24,1.71,1.62,0.57
348,0.13,0.26,0.5,0.0,70.3,86.2,0.39,262.5,0.78,0.13,1.82,28.7,0.52,1.56,1.82,3.51,0.78
350,0.09,1.06,0.09,0.09,32.7,46.7,0.32,108.0,0.41,0.37,1.11,20.4,1.52,1.11,2.17,0.92,1.84
354,0.04,0.9,0.05,0.13,40.2,64.5,1.24,278.9,2.14,0.26,1.07,20.0,1.2,1.15,1.97,1.2,0.98
357,0.0,1.01,0.0,0.0,31.2,48.5,0.36,118.1,0.22,0.0,0.79,14.2,1.65,2.59,1.8,2.16,1.29
362,0.0,0.7,0.0,0.18,31.3,47.6,2.02,168.8,0.61,0.35,1.75,20.1,0.79,1.49,0.88,1.14,1.14
364,0.15,1.46,0.1,0.15,29.9,47.5,2.09,211.7,0.78,0.49,1.31,17.9,0.29,0.58,0.39,1.17,0.39
373,0.0,1.14,0.0,0.0,54.9,72.9,1.14,218.0,0.29,0.29,1.71,25.7,0.86,1.14,0.86,3.14,0.29
379,0.0,2.16,0.0,0.0,21.8,49.4,2.75,207.5,1.18,0.2,1.57,20.4,0.59,1.76,1.76,2.35,0.39
386,0.0,0.98,0.0,0.13,43.8,65.9,0.58,186.3,0.4,0.22,2.14,25.5,1.38,2.01,2.01,1.43,1.61
387,0.04,0.47,0.08,0.0,35.5,53.3,1.01,176.4,0.08,0.12,2.09,19.7,1.4,2.48,1.9,2.48,0.81
390,0.05,0.6,0.08,0.0,38.2,53.0,1.0,236.2,0.4,0.0,1.85,22.8,0.65,1.35,1.35,2.0,0.9
391,0.07,1.21,0.06,0.14,31.1,49.3,0.71,145.2,0.28,0.25,1.6,23.3,1.17,1.45,1.49,1.91,1.56
392,0.03,0.95,0.03,0.12,52.0,68.0,0.86,262.0,0.09,0.21,2.05,15.2,0.58,2.26,0.95,1.44,0.67
400,0.11,2.35,0.05,0.0,28.3,51.6,2.46,163.5,0.73,0.06,1.01,20.9,0.61,1.56,0.89,2.35,1.4
403,0.09,0.51,0.18,0.09,34.9,51.6,0.56,168.4,1.35,0.23,1.07,16.5,0.47,1.07,1.16,1.26,0.7
410,0.16,1.73,0.09,0.08,23.9,45.8,1.73,184.9,0.47,0.16,1.81,19.4,1.34,1.89,1.02,1.5,0.94
412,0.04,0.98,0.04,0.08,29.0,50.0,0.29,134.5,0.45,0.25,1.19,17.8,1.48,1.39,2.13,1.48,2.7
414,0.05,0.77,0.07,0.0,32.0,50.7,0.82,134.4,0.05,0.0,1.48,19.2,1.65,2.2,2.14,2.14,1.54
417,0.0,2.63,0.0,0.0,55.3,79.2,0.53,296.3,1.84,0.26,0.26,24.7,1.05,0.79,2.37,0.53,0.26
418,0.0,0.89,0.0,0.22,57.6,69.4,0.0,204.9,0.0,0.22,1.0,12.0,1.33,2.0,1.0,0.56,1.22
424,0.12,1.43,0.09,0.06,39.8,61.9,1.06,181.5,0.28,0.06,1.3,20.7,1.86,1.83,2.08,1.09,2.89
425,0.1,2.12,0.05,0.38,45.4,71.4,0.67,213.9,2.88,0.67,0.96,14.4,1.06,0.96,1.25,0.58,0.58
427,0.35,1.18,0.29,0.0,19.3,40.4,0.49,71.0,0.21,0.21,1.11,19.0,1.88,2.29,2.36,2.08,2.78
